滨江路站	104.071263	30.646445
新南门汽车站	104.074459	30.642742
侯家公交站	104.008904	30.735716
侯家桥站	104.012057	30.734766
地铁侯家桥站	104.003049	30.737136
金粮路华都路口	103.997352	30.735113
陈家桅街站	103.995677	30.733598
全兴路中站	103.999446	30.731162
全兴路站	104.003253	30.728950
金泉路金周路口站	104.007144	30.726467
地铁金科北路站	104.005069	30.720842
金科中路站	104.004475	30.717785
金科东路西站	104.006243	30.714903
金科东路	104.007231	30.711293
迎宾大道口站	104.007990	30.709340
育仁公交站	104.016680	30.700412
育苗南路站	104.016888	30.697891
育德路站	104.017274	30.695369
蜀兴西街西站	104.021988	30.691176
地铁一品天下站	104.021393	30.689555
蜀汉路同和路口站	104.021439	30.687733
同友路口站	104.025312	30.685269
抚琴西路西站	104.034280	30.679605
抚琴西路站	104.037307	30.677867
抚琴小区站	104.040838	30.675499
金河路站	104.054701	30.660781
西御街站	104.063147	30.656359
牛王庙站	104.092031	30.646359
芷泉街站	104.089341	30.647490
东门大桥站	104.082354	30.650570
春熙路步行街南	104.077114	30.653043
骡马市站	104.069164	30.667139
羊市街三医院站	104.064888	30.667044
槐树街东站	104.054982	30.669141
槐树街西站	104.050655	30.671271
永陵路东站	104.046350	30.673607
抚琴西路东站	104.039791	30.676734
二环蜀汉路口站	104.032036	30.683115
二环蜀汉路口北站	104.035014	30.685663
营门口北站	104.042509	30.692292
地铁西南交大站	104.048564	30.696280
地铁星河站	104.044067	30.702383
香榭里站	104.040930	30.706463
九里堤公交站	104.039357	30.708428
地铁西华大道站	104.029863	30.720863
四川电影电视学院站	104.026767	30.724731
地铁青杠站	104.024872	30.727091
金芙蓉大道盛安街口站	104.020344	30.730035
盛发街东站	104.015311	30.728667
盛发街站	104.012128	30.731135
西安中路	104.048575	30.667945
实业街西安路口站	104.050239	30.667847
实业街站	104.052757	30.666693
宽窄巷子站	104.056819	30.662231
东御街站	104.068579	30.656436
义学巷口	104.082396	30.650382
陈家巷站	104.100126	30.642313
海椒市站	104.101900	30.638358
莲花一区站	104.099471	30.634503
莲桂南路站	104.097079	30.630200
成龙路沙河大桥站	104.111665	30.616743
成龙路站	104.115179	30.609958
川师南大门站	104.118001	30.606401
国槐街成龙大道口站	104.121651	30.604800
蓝谷地站	104.123998	30.605130
水杉街西站	104.125824	30.602665
三环路娇子立交桥西站	104.124764	30.601065
三环路娇子立交桥站	104.128707	30.598603
成都公交停保基地	104.129357	30.597767
潮音公交站	103.978217	30.638126
业兴北路南	103.974849	30.636299
武青西四路站	103.976181	30.634764
武青南路武青东四路口站	103.980686	30.636970
武青南路武青西二路口站	103.979336	30.641220
武青南路永康路口站	103.978841	30.643030
地铁机投桥站(C口)	103.980565	30.645309
晋吉北路北站	103.998346	30.646523
晋吉北路站	104.001036	30.643201
晋吉南路站	104.005389	30.639831
晋吉南路南站	104.009636	30.636584
武侯大道太平巷口站	104.007258	30.633293
地铁武侯大道站	104.014360	30.636360
菊乐路东站	104.040283	30.646135
大石东路东站	104.048048	30.651712
小南街南站	104.053087	30.653874
人民公园	104.055627	30.658387
人民公园(蜀都大道)	104.059766	30.658155
天府广场东站	104.067457	30.657639
太升南路站	104.075239	30.661070
太升路口站	104.078859	30.666576
太升北路站	104.082529	30.671582
曹家巷站	104.085600	30.674796
马鞍北路站	104.088291	30.678841
三友路南站	104.090177	30.681652
李家沱公交宿舍站	104.091746	30.683985
地铁李家沱站	104.094543	30.688282
侯家小区路口站	104.013959	30.725868
金芙蓉大道南站	104.011691	30.724709
土桥站	104.009535	30.722226
金泉路站	104.010929	30.719978
金牛宾馆站	104.013756	30.716437
天府艺术公园	104.018867	30.709787
金牛公园	104.023177	30.702745
茶店子站	104.026202	30.698611
地铁茶店子站	104.029115	30.696406
五里村站	104.032272	30.694254
营门口立交桥东站	104.041374	30.686033
花牌坊街站	104.048981	30.677635
西月城街站	104.055130	30.673885
长顺下街站	104.057237	30.671788
长顺中街站	104.056000	30.665634
锦兴路西站	104.069439	30.651951
锦兴路东站	104.074167	30.648446
地铁磨子桥站	104.075972	30.635582
磨子村站	104.076376	30.629080
章灵寺站	104.076706	30.624041
二环科华路口站	104.078472	30.620283
棕树村站	104.082318	30.620267
高攀路北站	104.083129	30.617920
桂溪公交站	104.077283	30.617726
应龙公交站	104.104019	30.539761
润和路吉龙路口	104.098416	30.541332
润和路中和二街口	104.098451	30.546146
地铁张家寺站	104.098498	30.551068
仁和路中胜路口	104.098906	30.554605
地铁中和站	104.095825	30.558889
朝阳路站	104.093753	30.559878
中和镇政府站	104.091570	30.558637
中和中学站	104.089248	30.557896
新上街南站	104.089534	30.559720
新上街中站	104.091392	30.563258
中和湿地公园	104.092470	30.566378
祝国寺站	104.092430	30.570304
锦华路三段中站	104.092033	30.574480
锦华路三段北站	104.092697	30.580478
包江桥站	104.093086	30.587183
三环路琉璃立交桥南站	104.094931	30.591846
锦华路三环路口站	104.098053	30.596016
地铁琉三路站	104.098250	30.599571
琉璃一街站	104.098214	30.603692
地铁琉璃场站	104.099165	30.608203
成仁路沙河大桥站	104.099271	30.612028
东光小区站	104.098807	30.616583
地铁东光站	104.098403	30.621233
成仁公交站	104.095252	30.625023
胜利桥街站	104.001215	30.638974
武晋路晋吉西二街口	103.996979	30.643407
龙腾中路龙欣路口站	104.017924	30.651914
百花小区站	104.028234	30.650833
大石西路中站	104.034167	30.650851
大石西路站	104.036500	30.650857
芳邻路站	104.045670	30.653412
长顺下街八宝街口站	104.057240	30.671536
北较场西路站	104.062049	30.678928
五丁桥站	104.063690	30.682114
白马寺站	104.066070	30.684253
荷花池站	104.079961	30.695634
豆腐堰站	104.079427	30.701159
八里桥路站	104.076463	30.705196
站北北街站	104.074395	30.709067
八里桥站	104.076193	30.713142
双沙桥路口站	104.081680	30.710703
双水村站	104.087387	30.710609
荆竹村站	104.094510	30.709727
川陕路口站	104.097878	30.708107
动物园公交站	104.102093	30.710711
地铁三官堂站	104.094349	30.627865
九眼桥东	104.091332	30.638516
九眼桥西站	104.088420	30.641528
合江亭站	104.082361	30.643685
新南门	104.078613	30.645741
武侯祠站(锦里)	104.048973	30.644300
百花潭公园	104.040998	30.656081
杜甫草堂站	104.028360	30.662506
青华路西站	104.022888	30.662327
二环群康路口站	104.021748	30.667428
二环成温路口站	104.021668	30.671292
二环府南新区站	104.023342	30.675651
府南新区站	104.020638	30.679089
金沙遗址东门站	104.015551	30.681319
